createdAtUnix,temp,humidity,precip
1651365160,-1.257847392699592,-2.9366252691579433,-0.00433160596880261
1651368759,-1.1480445829761265,-2.9246328539275765,-0.0004006618346083929
1651372358,-0.6592951207024953,-3.159257256095316,0.0
1651375957,-1.1880831831825986,-3.002262628824454,0.0
1651379556,-0.7705931379191036,-3.0808914024164125,0.0
1651383155,-1.1151145359937402,-3.2628592382620667,0.0
1651386754,-1.03171420116551,-3.047149144151888,0.0
1651390353,-0.9439973727516069,-2.839179911103102,0.0
1651393952,-1.2864586638607598,-2.691573516560851,0.0
1651397551,-1.0302714617466684,-2.987149062273332,0.0
1651401150,-1.0110793882275608,-3.161747935419015,0.0
1651404749,-0.8869168047526941,-3.053016103270238,-0.0010131015380673847
1651408348,-0.9071772350593719,-3.1627957460215086,-0.00568201812749955
1651411947,-1.1540927942123531,-2.8801429397575404,-0.006152148212844752
1651415546,-1.1213467419185505,-2.7324170349122383,0.00030532563366131305
1651419145,-1.0627919812099726,-2.805946491692552,-0.007878946032564282
1651422744,-0.9741816725227714,-3.0237233007919073,0.0019243543297330495
1651426343,-1.2719611222992775,-3.145216226659258,-0.007348576762153475
1651429942,-0.9334149688634383,-3.2315844968434817,-0.010724690227491784
1651433541,-1.1240305795731054,-2.8661356858465155,-0.008744420285938331
1651437140,-0.781442786746986,-2.9145472037051974,-0.005333167360572599
1651440739,-1.044502745151199,-2.7869924128631567,-0.00405870135434154
1651444338,-0.9884721341067042,-3.160675413319126,-0.0026589715846355236
1651447937,-1.383191342865782,-3.0733590492636864,-0.004279877794058112
1651451536,-0.9643003850100129,-2.822772024789458,-0.0033201752808184465
1651455135,-1.1788411491235813,-3.1009490068451413,-0.0013181869621870512
1651458734,-1.1664334693026142,-2.9949268990459075,-0.0035965156691444844
1651462333,-1.2840558773877682,-2.6895369943989778,0.0002841974567560773
1651465932,-0.8917411536180531,-3.098811966472624,-0.0019602517730494887
1651469531,-1.157954660855868,-3.1403135496248353,-0.0009622897320872917
1651473130,-1.0843438304578363,-2.7970467246913273,-0.0008590054062289909
1651476729,-1.273508657580173,-3.136601893923469,-0.0007094012702508201
