createdAtUnix,temp,humidity,precip
1651366800,0.06306930455340165,-0.030387767890104556,0.05946283973693556
1651370400,0.23981117605771374,-0.9833788766889597,0.06972915870001449
1651374000,0.18283427276544373,0.05187123090669843,0.0
1651377600,0.02115220309044119,0.0007288745321147871,0.0
1651381200,-0.027593163719178193,-1.103246664579288,0.0
1651384800,-0.0030931154713798037,-0.8522710014265016,0.0
1651388400,-1.2171185310671326,6.121595071147311,0.0
1651392000,-1.281463422063485,5.954734030801461,0.0
1651395600,-1.2713569736942105,5.129103876616227,0.0
1651399200,-1.1294385744594209,3.9608708759467817,0.0
1651402800,-1.0677921851126797,4.018169431539697,-0.16963709013399775
1651406400,-1.2501032903868392,3.167645141890503,-0.04980730216684448
1651410000,0.237655423443357,0.006783548659299754,0.1083969490405984
1651413600,0.38197772183023915,-1.0112065876018406,-0.01960018067112486
1651417200,0.1850601493853148,0.038916315912068455,-0.05099913830075528
1651420800,1.409398141637432,-6.997999286152513,0.09098781625926947
1651424400,1.4404388761519904,-6.901373869950383,-0.11144509676069626
1651428000,1.3633896259608917,-6.9804383493408295,-0.06844507809583156
1651431600,0.1231898345575182,0.04162070289042674,0.1412614565867555
1651435200,0.1277682768492241,-1.0445616188102491,0.05876667504433422
1651438800,0.1139823346713591,-0.021032960543166723,-0.018223101591791024
1651442400,0.23263654311349669,-3.073010377582378,0.04879852633066779
1651446000,0.1823286533477102,-2.1051240173595858,-0.029848036959887136
1651449600,0.3749118384910268,-1.9144666473569458,-0.01960508290934787
1651453200,0.2083259580178769,0.036610430399363736,0.05216522185115791
1651456800,0.26351768357762495,0.1062175823623619,-0.030044215418869126
1651460400,0.1131851785395881,-0.12941400115357737,-0.01730733368301765
1651464000,0.08395258771993852,-0.11689614393057468,0.050858774396505886
1651467600,0.15198868230812934,-0.915025007339068,0.010937258457128774
1651471200,-0.019337679832656107,-0.035641066548222966,-0.010247717796564703
1651474800,-1.2915802495491278,7.00728991945779,0.020258232801506335
1651478400,-1.3736795288485126,8.004149681803852,0.01996917323964965
1651482000,-1.4880299520319014,6.923458786258891,0.0
1651485600,-1.4296671872002733,4.9194547815727745,0.0
1651489200,-1.4669036258723125,6.079314300725535,0.0
1651492800,-1.4011062013798892,4.8933011417134935,0.0
1651496400,0.4252551714972981,-0.961673657603896,0.0
1651500000,0.6106643923526605,-2.0232203422236807,0.0
1651503600,0.5156144433124297,-0.9418036040032902,0.0
1651507200,1.2386338892619015,-5.020593198048395,0.0
1651510800,1.1251077265655027,-5.967730591221034,0.0
1651514400,1.1105862300721654,-4.945432911680825,0.0
1651518000,0.4675393149516509,-1.9092087038175691,0.0
1651521600,0.5796925097639587,-3.0845546755463005,-0.10006474747184804
1651525200,0.3942893608552609,-2.0196017896071368,-0.029388523449497217
1651528800,1.0973223020617624,-3.066457445289572,0.061926129809129676
1651532400,1.1285143422407842,-3.1429222316345147,-0.22550513204850026
1651536000,0.8399490153365576,-4.055437820510377,-0.10394592580382822
1651539600,-0.11784524840646426,1.0390311783109922,0.20206538268789692
1651543200,-0.12169412840804839,0.9386186792190472,0.1979887137299794
1651546800,-0.024319567313384027,-0.029258085210869922,0.0
1651550400,-0.024809270896376745,-0.1360295326639971,0.0
1651554000,0.10203068491790646,-0.952450107268433,0.0
1651557600,-0.08547590245387937,-0.9785736385688324,0.0
1651561200,-0.5609128851189666,3.11650397542833,0.0
1651564800,-0.5319856881647596,3.1429810977710844,0.0
1651568400,-0.5657664434434793,2.875739375801345,0.0
1651572000,-1.622701360261658,4.888198832571803,0.0
1651575600,-1.6980506260327743,4.847948583650208,-0.10118333855114603
1651579200,-1.5776147985629088,5.134084715522874,-0.026998746631382686
1651582800,0.5455256102275641,-1.1008797370544698,0.06166858108814856
1651586400,0.6027130956697349,-2.021995328913775,-0.32984276177487426
1651590000,0.5042252614188136,-1.9631696366520401,-0.1298119028709422
1651593600,1.0373106490866846,-4.0339782744729575,0.264309282773604
1651597200,0.8049690634973885,-4.093574522647742,-0.1309068250859337
1651600800,0.9387133080306675,-4.128054664048136,-0.13213570867976293
1651604400,0.1066837349621288,-0.8391354993843692,0.2633315520128733
1651608000,0.29596552978528834,-1.1378988654799684,-0.20520593299491924
1651611600,0.34367558490735917,-1.041266015445828,-0.14467809683836114
1651615200,0.040997268804993325,0.02364999504311527,0.3049762136228987
1651618800,0.12456232802712108,0.9146821279845199,0.03926960799478929
1651622400,0.13640756751162542,0.04215361539807816,-0.09529241068051558
1651626000,0.15710377504730388,-0.037991792819070724,0.1795865884235201
1651629600,0.28547062237988996,-0.9595248535041492,0.15187910489892315
1651633200,0.048709572314219685,0.02041253945930066,-0.009827517174387023
1651636800,-0.035042046408740646,-0.00883920176856634,0.02055177524628894
1651640400,0.17101931238983425,0.1525283234851571,0.020144539125986554
1651644000,0.13255106902393976,-0.12668130125709354,0.0
1651647600,-0.3973896653256723,1.0957107381924374,0.0
1651651200,-0.49111874248542264,2.0247741750391697,0.0
1651654800,-0.321920583049252,2.0169544604546843,0.0
1651658400,-0.9337508075255485,3.0671116997491055,0.0
1651662000,-0.9734589444409387,2.996081160182115,0.0
1651665600,-1.0111278336885938,2.8764965789563774,0.0
1651669200,-0.6259498162582702,2.967498725946612,0.0
1651672800,-0.6638584056024257,3.9620091024666877,-0.06963982372393976
1651676400,-0.7156303341927668,3.019073710853476,-0.021956139973573055
1651680000,1.2927275526012174,-4.890673171584702,0.04913140657591545
1651683600,1.0659470207843391,-3.992292020848332,-0.03107169176282578
1651687200,1.0164355848087538,-4.977654573436155,-0.021737849823449007
1651690800,0.854292650286343,-2.843494809592414,0.05151776965050022
1651694400,0.7873963563552628,-4.044034635543468,-0.15794864652034757
1651698000,0.6867785768076651,-3.1302669831299283,-0.06966794818160599
1651701600,0.37877572494573286,-0.7955695725529921,0.14721039020679047
1651705200,0.3360681001006114,0.06586640303028446,-0.3643464349233366
1651708800,0.18264504176526586,-1.0576167795788365,-0.1628915203857479
1651712400,0.2792448252919151,-1.9337996412813396,0.35040880499002897
1651716000,0.2862586721409066,-2.037470321443678,0.25442064205899706
1651719600,0.4179595530625022,-1.9980282131958376,-0.02174967068063352
1651723200,0.00448791108350477,-0.1042117658921029,0.04951544009120198
1651726800,-0.17745247182340762,0.9194814878895841,0.009470416561925491
1651730400,0.05304102820068479,-0.01539304403526387,-0.01038150593754699
1651734000,-0.6052870753390494,2.994947077294725,0.019329125962544706
1651737600,-0.5709673585077155,3.068737284655029,0.019500406068517516
1651741200,-0.6422574687230806,4.026100150709624,0.0
1651744800,-1.4401511731215777,5.00623291682281,0.0
1651748400,-1.7687567320678497,4.964606027947383,0.0
1651752000,-1.5388420009590504,5.030175002788745,0.0
1651755600,0.15914373732246645,-0.12248347610145771,0.0
1651759200,0.14223291531487803,-0.1067239786429397,-0.12951023826928248
1651762800,0.08962603423661619,-0.06186619538960514,-0.04865962350447428
1651766400,1.0001529270065248,-4.227223438600525,0.08895360136678182
1651770000,1.0527581851050911,-4.027434570850247,-0.18544461505763318
1651773600,1.058915622315066,-4.118653385696746,-0.0980351401656554
1651777200,0.4749235571820165,-2.214707721844988,0.18283612033161656
1651780800,0.6656761525836927,-1.950069909388489,-0.3238002884812916
1651784400,0.553283263799127,-2.0287978442838863,-0.17645507648105535
1651788000,0.4612808824586736,-1.9191125696884654,0.35269737496996667
1651791600,0.299207499640346,-0.9420446697853038,0.22345256209772388
1651795200,0.34547725161967335,-1.9612940755580155,-0.02896515068589192
1651798800,0.04508809804172742,-1.0000717880701302,0.0596731174039415
1651802400,0.17081937174157957,-1.0279973954462065,-0.09950100381444826
1651806000,0.23014706477112057,-1.1167509954108397,-0.05200799701098588
1651809600,-0.048176299709570714,0.9407070497826879,0.1113525257838651
1651813200,0.10082261143437066,0.9168972775072604,0.009145488522098955
1651816800,-0.23206216972572946,0.06337992151888727,-0.02841186115927624
1651820400,-1.5933278052128301,8.140248261016154,0.060740820894572334
1651824000,-1.4149272399909272,6.898153134254002,0.06976114792116907
1651827600,-1.3777859514525161,7.95513510129652,0.0
1651831200,-0.9975946370587074,4.164983479932381,0.0
1651834800,-0.9213231059679998,2.8699957124537576,0.0
1651838400,-1.0053057968095018,3.9960524254282603,0.0
1651842000,0.31845865933543394,0.04323577936464318,0.0
1651845600,0.28679738990589954,-0.9126775402477563,0.0
1651849200,0.2196498807787819,-0.0715913048678587,0.0
1651852800,0.9315485019444196,-5.0774445019529395,0.0
1651856400,1.0315442522539087,-4.826499748106556,0.0
1651860000,1.061471699462981,-5.04264296910867,0.0
1651863600,0.7338216873207273,-3.0182465937984944,0.0
1651867200,0.6184951399497791,-2.865847287104401,0.0
1651870800,0.8104825500394206,-2.890650156432514,0.0
1651874400,0.3518355538342064,-0.9402749453731474,0.0
1651878000,0.39803962855400243,0.15221158749936592,0.0
1651881600,0.291458594103851,-1.0076837538953356,0.0
1651885200,0.09462061645880482,-1.042705966678767,0.0
1651888800,0.18630947568414769,-0.06354885392846654,0.0
1651892400,0.0529377694349904,-1.1358265326312278,0.0
1651896000,0.11250130404433278,-0.11595483349559288,0.0
1651899600,0.24421928226459144,-0.9923217537455855,0.0
1651903200,0.013705745225976784,-0.05784400739202056,0.0
1651906800,-1.655128060717491,7.875695460875463,0.0
1651910400,-1.4913433232669284,8.072446012522619,0.0
1651914000,-1.7268844387938174,7.997042153248671,0.0
1651917600,-1.817557835615851,4.976455526651279,0.0
1651921200,-1.8664663402860313,4.820491790808909,0.0
1651924800,-1.7727184841311256,5.013591509095917,0.0
1651928400,0.6167019660423492,-0.032233763833431794,0.0
1651932000,0.47280983050178094,-1.0274546327717218,0.0
1651935600,0.5519530294590851,-0.1279183028163544,0.0
1651939200,1.3185096181157476,-5.936171275736008,0.0
1651942800,1.1665667007252516,-5.983593852635423,0.0
1651946400,1.3135984259519482,-5.938363343107042,0.0
1651950000,0.6497139408351238,-3.0438677805984327,0.0
1651953600,0.5330013862446101,-2.916728552212632,0.0
1651957200,0.47694782872079955,-2.9596577907765607,0.0
1651960800,0.34997795482552263,-0.1391804259560132,0.0
1651964400,0.4734769618532475,-0.9542525266378021,0.0
1651968000,0.501328764420311,-0.978250227070177,0.0
1651971600,0.16865076293877834,-1.0445401322775467,0.0
1651975200,-0.05419192835430664,-0.946134779807295,0.0
1651978800,-0.06775969086620037,-0.923362545245709,0.0
1651982400,-0.053814490664585435,-1.0308042546994756,0.0
1651986000,0.178349028937685,0.08204509018490569,0.0
1651989600,0.029055720539489016,-1.0110463989665703,0.0
1651993200,-1.5376166409674532,7.9933561011478815,0.0
1651996800,-1.419373537116705,7.108897490162292,0.0
1652000400,-1.6720428301739219,7.045770709147085,0.0
1652004000,-0.22732547638221234,1.0687424167285755,0.0
1652007600,-0.1039054935086412,1.0603030605051202,0.0
1652011200,-0.08105418772498751,1.1520590369003472,0.0
1652014800,0.1840875571473788,-3.0330515744867697,0.0
1652018400,0.319711552958708,-1.9545619965788603,-0.029488570756809097
1652022000,0.1845178033569681,-3.1016192221813697,-0.009706085997208957
1652025600,1.1254005253606891,-3.9042297498618836,0.02061254343422942
1652029200,0.9592348492199108,-4.979338658936314,-0.08090137999562586
1652032800,1.1881575467919205,-4.027506706098151,-0.031944212988763224
1652036400,0.2737001631820135,-1.922850805262513,0.060448724484985866
1652040000,0.2583013154501188,-0.891309499581979,-0.06251085882315773
1652043600,0.21542252321483701,-2.0309940745903674,-0.05030683857752502
1652047200,0.09884967876301332,1.178801278895591,0.08800061826725951
1652050800,0.17417203219286037,0.9426487064734914,0.09021233617607528
1652054400,-0.008863851575227955,2.073432339739256,0.0
1652058000,0.2786729745926806,-1.909043724820208,0.0
1652061600,0.12603979110169305,-1.0893399292466768,0.0
1652065200,0.1603669663447178,-2.0989302096831324,0.0
1652068800,0.024053846639684906,1.0347153340774042,0.0
1652072400,0.02222555903605894,0.04338199025984579,0.0
1652076000,0.05736426234384595,0.03646623002971694,0.0
1652079600,-1.222874850287159,7.002749627936041,0.0
1652083200,-0.9311424325394455,6.897253286846492,0.0
1652086800,-1.2017215277312907,6.144028622205447,0.0
1652090400,-1.7683654792329158,6.0574696433175035,0.0
1652094000,-1.887479632902,5.114352887296796,0.0
1652097600,-1.892781925921767,4.94262517812718,0.0
1652101200,0.2271949202855552,0.1405080531239591,0.0
1652104800,0.35189197725382826,0.039968211122896946,0.0
1652108400,0.2669113921148991,1.0811524456460617,0.0
1652112000,1.5649359887930245,-5.119720917346605,0.0
1652115600,1.332279498954037,-4.88378771540787,0.0
1652119200,1.4878010553888892,-4.018665809817698,0.0
1652122800,0.6612375116403797,-4.957901512014743,0.0
1652126400,0.49977028185408656,-3.9397818502653834,0.0
1652130000,0.6186718271395684,-3.9959564519104163,0.0
1652133600,0.5571702518443367,-3.972536755860858,0.0
1652137200,0.5712897066461551,-4.001222010124664,0.0
1652140800,0.4977580557330832,-4.991306959810657,0.0
1652144400,0.24825138550224324,-1.0829954156495205,0.0
1652148000,0.10243454253713935,-1.90570876520583,-0.10017778831715443
1652151600,0.3103233572625683,-1.8265595090522453,-0.030786649056252183
1652155200,0.051069311860537425,-0.12714397163827584,0.05907141326934827
1652158800,-0.16598432638738458,1.0646933231762006,0.0030439079335832647
1652162400,-0.19170244491708388,0.03342073614830099,-0.019846467852743868
1652166000,-1.6435152568679925,9.118972627523647,0.051933476294305767
1652169600,-1.841039558383443,9.095769789172607,0.00872986175161147
1652173200,-1.7467653564797878,9.0798924049963,-0.009733795957319442
1652176800,-1.0078989456280283,5.016322290063023,0.020400471028921858
1652180400,-1.0532407531999795,3.921017030352445,-0.010116685240839429
1652184000,-1.0816789928124493,4.005899617368215,-0.010509400371085695
1652187600,0.26836921213126175,0.06550650663217539,0.020713907047834386
1652191200,0.4845833991437516,-0.011101457336266662,0.019735445201767746
1652194800,0.2793800095712129,-0.015972861207444566,0.0
1652198400,1.2080829428337978,-4.99592815418243,0.0
1652202000,0.9970444272048269,-4.882876583600904,0.0
1652205600,1.1645154728364204,-3.9550181546485064,0.0
1652209200,0.5424508605122504,-4.023818836161773,0.0
1652212800,0.4833697050274637,-3.8903295523678594,0.0
1652216400,0.5969146608478972,-4.005073841382,0.0
1652220000,0.5953705886310168,-3.1197399584839047,0.0
1652223600,0.5549068728916211,-3.071822820691054,0.0
1652227200,0.5685253828379437,-2.9267760911919396,0.0
1652230800,0.25648986895408044,-0.9606935550903302,0.0
1652234400,0.1305256924445395,-1.885459325082067,-0.1328755670745292
1652238000,0.23124752507498414,-1.9142371790002386,-0.04989049225448172
1652241600,0.008701517034101158,-0.033041663507987096,0.08728368528182176
1652245200,-0.10613311069095133,-0.06382905492797875,-0.03927784726089961
